,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
4399,wellsbo01,"September 28, 1976","Muncie, Indiana",2.1,46.0,32.7,69.7,591,16.1,12.1,4.6,29.4,47.9,Ball State University,11th overall,1st round,Detroit Pistons,1998,6-5,"Muncie Central in Muncie, Indiana",Bonzi Wells,Small Forward and Shooting Guard,Right,210lb
4400,wellsbu01,"July 26, 1974","Russellville, Kentucky",0.9,41.4,16.7,72.1,39,11.1,3.3,1.7,0.1,41.8,Austin Peay State University,34th overall,2nd round,Dallas Mavericks,1997,6-5,"Russellville in Russellville, Kentucky",Bubba Wells,Shooting Guard,Right,230lb
4403,welpch01,"January 2, 1964","Delmenhorst, Germany",0.4,44.6,0.0,68.1,109,8.7,3.3,2.4,1.0,44.6,University of Washington,16th overall,1st round,Philadelphia 76ers,1987,7-0,"Olympic in Silverdale, Washington",Chris Welp,Center,Left,245lb
4405,welshth01,"February 3, 1996","Torrance, California",0.5,53.8,42.9,50.0,11,16.1,1.6,0.4,0.1,65.4,"University of California, Los Angeles",58th overall,2nd round,Denver Nuggets,2018,7-0,"Loyola HS in Los Angeles, California",Thomas Welsh,Center,Right,255lb
4406,wennibi01,"April 26, 1963","Montreal, Canada",0.6,45.9,13.9,78.7,720,10.9,4.6,3.0,17.7,46.0,St. John's University,16th overall,1st round,Dallas Mavericks,1985,7-0,"Long Island Lutheran in Brookville, New York",Bill Wennington,Center,Right,245lb
4408,werdaro01,"September 12, 1970","Sunnyside, New York",0.2,37.8,0.0,57.4,47,9.8,2.1,1.7,0.1,37.8,St. John's University,46th overall,2nd round,Denver Nuggets,1992,6-11,"Archbishop Molloy in Jamaica, New York",Robert Werdann,Center,Right,250lb
4412,westda01,"August 29, 1980","Teaneck, New Jersey",2.2,49.5,26.5,81.7,1034,18.6,13.6,6.4,85.9,49.8,Xavier University,18th overall,1st round,New Orleans Hornets,2003,6-9,"Garner in Garner, North Carolina",David West,Small Forward and Center and Power Forward,Right,250lb
4413,westde01,"July 26, 1983","Washington, District of Columbia",3.6,44.8,37.2,82.6,432,13.9,9.7,2.9,24.5,50.1,Saint Joseph's University,24th overall,1st round,Boston Celtics,2004,6-4,"Eleanor Roosevelt in Greenbelt, Maryland",Delonte West,Point Guard and Shooting Guard,Left,180lb
4414,westdo01,"May 27, 1967","Altoona, Pennsylvania",1.9,48.1,19.1,80.1,676,11.5,9.6,2.5,17.7,48.4,Villanova University,38th overall,2nd round,Minnesota Timberwolves,1989,6-6,"Altoona Area in Altoona, Pennsylvania",Doug West,Shooting Guard,Right,200lb
4417,westma01,"November 5, 1960","Petersburg, Virginia",0.4,58.0,0.0,56.8,1090,12.0,5.7,4.9,41.9,58.0,Old Dominion University,30th overall,2nd round,Dallas Mavericks,1983,6-10,"Petersburg in Petersburg, Virginia",Mark West,Center,Right,230lb
4420,westbru01,"November 12, 1988","Long Beach, California",8.4,43.4,30.8,80.1,821,23.7,23.0,7.0,96.9,46.5,"University of California, Los Angeles",4th overall,1st round,Seattle SuperSonics,2008,6-3,"Leuzinger in Lawndale, California",Russell Westbrook,Point Guard,Right,200lb
4421,westppa01,"November 30, 1950","Torrance, California",4.4,50.4,27.5,82.0,823,19.4,15.6,1.9,67.7,50.6,University of Southern California,10th overall,1st round,Boston Celtics,1972,6-4,"Aviation in Redondo Beach, California",Paul Westphal,Point Guard and Shooting Guard,Right,195lb
4424,whatlen01,"August 11, 1962","Birmingham, Alabama",4.6,46.8,9.7,75.5,385,13.0,5.6,1.8,9.6,46.9,University of Alabama,13th overall,1st round,Kansas City Kings,1983,6-3,"Phillips in Birmingham, Alabama",Ennis Whatley,Point Guard,Right,177lb
4425,wheatde01,"October 14, 1973","Louisville, Kentucky",1.6,38.3,39.0,70.0,80,12.9,3.3,0.7,0.5,44.4,University of Louisville,51st overall,2nd round,Los Angeles Lakers,1997,6-0,"Ballard in Louisville, Kentucky",DeJuan Wheat,Point Guard,Right,165lb
4426,wheelcl01,"October 27, 1959","Neptune, New Jersey",1.8,48.9,0.0,74.1,87,12.3,2.9,0.8,1.1,48.9,William Paterson University,150th overall,7th round,Kansas City Kings,1981,6-1,"Long Branch in Long Branch, New Jersey",Clinton Wheeler,Point Guard,Right,185lb
4427,wheelty01,"October 8, 1975","New Britain, Connecticut",2.0,100.0,100.0,50.0,1,76.1,4.0,0.0,0.1,150.0,University of Rhode Island,47th overall,2nd round,Toronto Raptors,1998,5-10,"New London in New London, Connecticut",Tyson Wheeler,Point Guard,Right,165lb
4430,whitedj01,"August 31, 1986","Tuscaloosa, Alabama",0.6,50.7,33.3,72.0,138,14.5,5.9,3.2,3.8,50.7,Indiana University,29th overall,1st round,Detroit Pistons,2008,6-9,"Hillcrest in Tuscaloosa, Alabama",D.J. White,Power Forward and Center,Right,251lb
4431,whitede01,"July 2, 1994","Parker, Colorado",3.2,47.9,36.1,76.2,84,14.9,8.5,3.3,4.1,52.8,University of Colorado,29th overall,1st round,San Antonio Spurs,2017,6-4,"Legend in Parker, Colorado",Derrick White,Point Guard,Right,190lb
4432,whiteer01,"December 30, 1965","San Francisco, California",0.5,52.5,100.0,79.8,55,12.5,6.1,2.4,1.3,52.7,Pepperdine University,65th overall,3rd round,Detroit Pistons,1987,6-8,"Sacred Heart in San Francisco, California",Eric White,Small Forward,Right,200lb
4435,whiteja01,"February 19, 1976","St. Louis, Missouri",0.2,51.0,0.0,53.4,334,14.2,5.9,5.8,10.4,51.0,Georgetown University,43rd overall,2nd round,Washington Wizards,1998,6-9,"Cardinal Ritter in St. Louis, Missouri",Jahidi White,Power Forward and Center,Right,290lb
4436,whiteja02,"October 21, 1982","Washington, District of Columbia",0.5,43.8,34.0,67.6,67,9.9,2.7,1.0,0.8,49.1,"University of Florida, University of Cincinnati",31st overall,2nd round,Portland Trail Blazers,2006,6-7,"Hargrave Military Academy in Chatham, Virginia",James White,Small Forward and Shooting Guard,Right,200lb
4437,whitejo01,"November 16, 1946","St. Louis, Missouri",4.9,44.4,16.7,83.4,837,14.2,17.2,4.0,54.0,44.4,University of Kansas,9th overall,1st round,Boston Celtics,1969,6-3,"McKinley in St. Louis, Missouri",Jo Jo White,Point Guard,Right,190lb
4439,whitera01,"November 4, 1967","Shreveport, Louisiana",0.6,40.1,19.3,70.7,281,11.0,7.4,4.9,1.9,40.8,Louisiana Tech University,8th overall,1st round,Dallas Mavericks,1989,6-8,"Huntington in Shreveport, Louisiana",Randy White,Power Forward,Right,240lb
4440,whitero02,"June 28, 1980","Philadelphia, Pennsylvania",1.1,42.4,31.4,74.9,218,12.3,7.1,2.2,1.8,45.5,University of North Carolina at Charlotte,9th overall,1st round,Detroit Pistons,2001,6-9,"Newport School in Silver Spring, Maryland",Rodney White,Small Forward and Shooting Guard,Right,238lb
4441,whitero01,"August 16, 1959","Tuskegee, Alabama",0.7,50.6,7.7,68.1,324,12.4,7.4,2.3,6.5,50.6,University of South Alabama,86th overall,4th round,Phoenix Suns,1982,6-8,"Tuskegee in Tuskegee, Alabama",Rory White,Small Forward and Power Forward,Right,210lb
4443,whiteru01,"June 23, 1953","Silver City, New Mexico",0.9,40.8,0.0,74.2,124,9.2,3.1,1.0,0.2,40.8,Arizona State University,47th overall,3rd round,Houston Rockets,1975,6-2,"Union in Phoenix, Arizona",Rudy White,Shooting Guard,Right,195lb
4444,whiteto01,"February 15, 1965","Charlotte, North Carolina",1.2,44.6,0.0,72.2,49,9.4,5.3,0.6,-0.3,44.6,University of Tennessee,33rd overall,2nd round,Chicago Bulls,1987,6-2,"Independence in Charlotte, North Carolina",Tony White,Point Guard,Right,170lb
4445,whitewi01,"August 20, 1962","Memphis, Tennessee",1.0,43.2,31.3,74.1,82,13.2,3.7,1.0,0.3,44.9,University of Tennessee at Chattanooga,42nd overall,2nd round,Denver Nuggets,1984,6-3,"Carver in Memphis, Tennessee",Willie White,Shooting Guard,Right,195lb
4446,whiteis01,"March 8, 1995","Brooklyn, New York",2.4,41.1,30.5,78.8,89,7.9,7.2,2.4,-0.9,45.4,Seton Hall University,42nd overall,2nd round,Utah Jazz,2016,6-4,"Abraham Lincoln in Brooklyn, New York",Isaiah Whitehead,Point Guard,Right,213lb
4447,whiteje01,"September 30, 1956","Waukegan, Illinois",0.6,49.7,0.0,71.8,679,12.0,6.5,4.8,16.4,49.7,Marquette University,41st overall,2nd round,San Diego Clippers,1978,6-10,"Waukegan in Waukegan, Illinois",Jerome Whitehead,Center,Right,220lb
4449,whiteha01,"June 13, 1989","Gastonia, North Carolina",0.6,57.4,22.2,59.3,343,24.1,13.4,11.4,36.8,57.5,Marshall University,33rd overall,2nd round,Sacramento Kings,2010,7-0,"The Patterson School in Patterson, North Carolina",Hassan Whiteside,Center,Right,265lb
4451,whitnch01,"October 5, 1971","Hopkinsville, Kentucky",2.8,39.5,36.1,87.5,579,13.8,6.5,1.4,21.2,48.3,Clemson University,47th overall,2nd round,San Antonio Spurs,1993,6-0,"Christian County in Hopkinsville, Kentucky",Chris Whitney,Point Guard,Right,168lb
4453,whitnha02,"June 22, 1957","Washington, District of Columbia",1.2,46.2,28.6,75.0,70,11.8,5.8,2.1,1.3,46.4,North Carolina State University,16th overall,1st round,Kansas City Kings,1980,6-5,"DeMatha Catholic in Hyattsville, Maryland",Hawkeye Whitney,Shooting Guard,Right,235lb
4455,wickssi01,"September 19, 1949","Los Angeles, California",3.2,45.9,0.0,68.5,760,16.2,16.8,8.7,42.4,45.9,"University of California, Los Angeles",2nd overall,1st round,Portland Trail Blazers,1971,6-8,"Hamilton in Los Angeles, California",Sidney Wicks,Power Forward,Right,225lb
4456,widbyro01,"March 9, 1945","Knoxville, Tennessee",0.2,38.6,0.0,57.1,20,11.5,2.9,2.3,0.0,38.6,University of Tennessee,126th overall,12th round,Chicago Bulls,1967,6-4,"Fulton in Knoxville, Tennessee",Ron Widby,Forward,Right,210lb
4459,wiggian01,"February 23, 1995","Toronto, Canada",2.2,44.0,33.2,73.5,400,14.5,19.4,4.3,13.0,47.3,University of Kansas,1st overall,1st round,Cleveland Cavaliers,2014,6-8,"Huntington Prep in Huntington, West Virginia",Andrew Wiggins,Small Forward,Right,194lb
4460,wiggimi01,"September 28, 1959","Lenoir County, North Carolina",1.6,46.0,19.2,75.5,389,13.8,10.0,3.2,15.2,46.2,"Clemson University, Florida State University",23rd overall,1st round,Indiana Pacers,1983,6-4,"North Lenoir in La Grange, North Carolina",Mitchell Wiggins,Shooting Guard,Right,185lb
4462,wilcocj01,"December 30, 1990","Pleasant Grove, Utah",0.5,37.0,33.3,81.3,66,8.8,2.0,0.5,0.1,44.1,University of Washington,28th overall,1st round,Los Angeles Clippers,2014,6-5,"Pleasant Grove in Pleasant Grove, Utah",C.J. Wilcox,Shooting Guard,Right,195lb
4463,wilcoch01,"September 3, 1982","Raleigh, North Carolina",0.7,54.1,0.0,64.3,628,15.5,8.2,4.9,26.9,54.1,University of Maryland,8th overall,1st round,Los Angeles Clippers,2002,6-10,"Enloe in Raleigh, North Carolina",Chris Wilcox,Center and Power Forward,Right,221lb
4467,wileymi01,"October 16, 1957","Long Beach, California",0.7,56.1,0.0,70.9,94,17.0,7.4,2.6,2.9,56.1,"California State University, Long Beach",39th overall,2nd round,San Antonio Spurs,1980,6-9,"Long Beach Polytechnic in Long Beach, California",Michael Wiley,Power Forward,Right,200lb
4468,wileymo01,"September 24, 1966","New Orleans, Louisiana",2.4,41.2,35.4,70.7,295,10.6,3.7,1.2,2.7,47.5,"California State University, Long Beach",46th overall,2nd round,Dallas Mavericks,1988,6-4,"Long Beach Polytechnic in Long Beach, California",Morlon Wiley,Point Guard,Right,185lb
4471,wilkebo01,"August 15, 1954","Anderson, Indiana",3.4,42.5,16.7,75.1,536,11.1,10.1,4.2,8.2,42.6,Indiana University,11th overall,1st round,Seattle SuperSonics,1976,6-6,"Madison Heights in Anderson, Indiana",Bob Wilkerson,Small Forward and Shooting Guard,Right,195lb
4472,wilkeja01,"May 2, 1953","Berkeley, California",2.5,49.9,13.5,75.9,828,16.5,17.7,6.2,71.3,50.0,"University of California, Los Angeles",11th overall,1st round,Golden State Warriors,1974,6-6,"Santa Barbara in Santa Barbara, California",Jamaal Wilkes,Power Forward and Small Forward,Right,190lb
4473,wilkeja02,"April 1, 1958","Nashville, Tennessee",0.9,46.3,0.0,72.3,114,11.2,4.8,2.4,2.0,46.3,"University of California, Los Angeles",50th overall,3rd round,Chicago Bulls,1980,6-7,"Dorsey in Los Angeles, California",James Wilkes,Small Forward,Right,195lb
4475,wilkido01,"January 12, 1960","Paris, France",2.5,46.1,31.9,81.1,1074,21.6,24.8,6.7,117.5,47.8,University of Georgia,3rd overall,1st round,Utah Jazz,1982,6-8,"Washington in Washington, North Carolina",Dominique Wilkins,Small Forward,Right,215lb
4476,wilkied01,"May 7, 1962","Cartersville, Georgia",0.2,47.0,0.0,56.4,322,10.2,4.8,3.1,2.5,47.0,Gardner-Webb University,133rd overall,6th round,New York Knicks,1984,6-10,"Cass in Cartersville, Georgia",Eddie Lee Wilkins,Center and Power Forward,Right,220lb
4477,wilkige01,"September 11, 1963","Atlanta, Georgia",3.0,45.0,31.6,74.5,900,13.0,13.0,2.9,33.9,47.0,University of Tennessee at Chattanooga,47th overall,2nd round,New York Knicks,1985,6-6,"Mays Academy in Atlanta, Georgia",Gerald Wilkins,Small Forward and Shooting Guard,Right,185lb
4478,wilkije01,"March 9, 1955","Chicago, Illinois",1.0,45.9,0.0,74.3,454,10.5,7.9,5.7,8.8,45.9,Illinois State University,37th overall,2nd round,San Antonio Spurs,1977,6-11,"Elgin in Elgin, Illinois",Jeff Wilkins,Center,Right,230lb
4479,wilkida01,"March 18, 1960","Pocatello, Idaho",0.2,25.0,0.0,85.7,12,-1.3,1.2,0.3,-0.1,25.0,Idaho State University,221st overall,10th round,Phoenix Suns,1982,6-10,"Highland in Pocatello, Idaho",Dale Wilkinson,Power Forward and Small Forward,Right,220lb
4484,willial02,"August 6, 1974","Philadelphia, Pennsylvania",4.1,42.1,31.3,76.0,460,13.7,9.0,2.5,21.7,44.8,Villanova University,47th overall,2nd round,Portland Trail Blazers,1997,6-5,"Germantown Academy in Philadelphia, Pennsylvania",Alvin Williams,Shooting Guard and Point Guard,Right,185lb
4486,willibe01,"December 30, 1945","Washington, District of Columbia",2.0,40.6,23.2,82.4,283,11.2,9.3,1.8,1.7,41.2,La Salle University,21st overall,2nd round,San Diego Rockets,1969,6-3,"DeMatha Catholic in Hyattsville, Maryland",Bernie Williams,Shooting Guard,Right,175lb
4489,willibu01,"March 8, 1960","Rocky Mount, North Carolina",1.3,54.9,16.7,66.4,1307,15.3,12.8,10.0,120.1,54.9,University of Maryland,3rd overall,1st round,New Jersey Nets,1981,6-8,"Rocky Mount in Rocky Mount, North Carolina",Buck Williams,Power Forward,Right,215lb
4495,willico01,"April 24, 1970","Twiggs, Georgia",0.7,36.7,25.0,82.6,39,9.1,2.4,0.9,0.2,37.2,Oklahoma State University,33rd overall,2nd round,Chicago Bulls,1992,6-2,"Northeast in Macon, Georgia",Corey Williams,Point Guard,Right,190lb
4496,willide01,"June 26, 1984","Parkersburg, West Virginia",8.1,44.5,35.7,82.2,845,18.2,16.3,3.1,77.3,49.8,University of Illinois at Urbana-Champaign,3rd overall,1st round,Utah Jazz,2005,6-3,"The Colony in The Colony, Texas",Deron Williams,Point Guard,Right,200lb
4497,willide02,"May 25, 1991","Bellflower, California",0.7,43.4,30.0,71.0,428,13.4,8.9,4.0,14.1,47.5,University of Arizona,2nd overall,1st round,Minnesota Timberwolves,2011,6-8,"La Mirada in La Mirada, California",Derrick Williams,Power Forward and Small Forward,Right,240lb
4498,willidu01,"August 2, 1956","Demopolis, Alabama",2.4,44.7,0.0,70.0,77,8.6,6.6,1.4,-0.3,44.7,University of Notre Dame,96th overall,5th round,New Orleans Jazz,1978,6-2,"Mackin in Washington, District of Columbia",Duck Williams,Point Guard,Right,180lb
4500,williel01,"June 20, 1989","Memphis, Tennessee",0.9,42.1,31.0,66.9,109,9.5,4.9,1.5,0.7,48.0,"Duke University, University of Memphis",22nd overall,1st round,Portland Trail Blazers,2010,6-5,"St. George's Independent School in Collierville, Tennessee",Elliot Williams,Point Guard and Shooting Guard,Left,190lb
4501,willier01,"July 17, 1972","Newark, New Jersey",1.4,41.5,31.8,73.6,658,11.7,8.6,3.3,23.2,44.0,Providence College,14th overall,1st round,Boston Celtics,1995,6-8,"Malcolm X Shabazz in Newark, New Jersey",Eric Williams,Shooting Guard and Small Forward,Right,220lb
4502,willifl01,"February 18, 1953","Brooklyn, New York",2.0,46.2,14.3,68.3,71,11.8,9.4,2.5,-0.3,46.3,Austin Peay State University,152nd overall,9th round,Philadelphia 76ers,1976,6-5,"Glen Springs Academy in Lakemont, New York",Fly Williams,Shooting Guard,Right,200lb
4503,willifr02,"February 25, 1980","Peoria, Illinois",1.9,35.2,30.0,83.3,86,9.2,2.9,0.9,0.1,39.8,University of Illinois at Urbana-Champaign,25th overall,1st round,Denver Nuggets,2002,6-3,"Manual in Peoria, Illinois",Frank Williams,Point Guard and Shooting Guard,Right,212lb
4504,willifr01,"May 15, 1956","Los Angeles, California",1.6,46.7,33.1,82.4,323,17.9,14.7,1.6,10.0,48.2,Portland State University,8th overall,1st round,Boston Celtics,1978,6-4,"Manual Arts in Los Angeles, California",Freeman Williams,Shooting Guard,Right,190lb
4506,willigu01,"October 10, 1953","Mount Vernon, New York",5.6,46.1,23.8,75.6,825,18.5,17.1,2.7,67.9,46.5,University of Southern California,20th overall,2nd round,Golden State Warriors,1975,6-2,"Mount Vernon in Mount Vernon, New York",Gus Williams,Shooting Guard and Point Guard,Right,175lb
4507,willigu02,"July 1, 1960","Los Angeles, California",0.3,45.6,25.0,45.5,26,13.6,2.6,1.3,0.2,46.3,"University of San Francisco, Washington State University",34th overall,2nd round,Washington Bullets,1983,6-9,"Bishop O'Dowd in Oakland, California",Guy Williams,Power Forward and Small Forward,Right,200lb
4508,williha01,"April 28, 1952","Norristown, Pennsylvania",0.6,43.6,13.6,78.3,39,9.6,4.2,2.3,0.4,44.5,Jacksonville University,100th overall,6th round,New York Knicks,1975,6-5,"Eisenhower in Norristown, Pennsylvania",Hank Williams,Small Forward,Right,210lb
4509,willihe01,"February 16, 1958","Columbus, Ohio",1.7,46.7,9.5,69.6,1102,13.6,10.8,5.9,36.1,46.8,Ohio State University,14th overall,1st round,Indiana Pacers,1981,6-10,"Marion Franklin in Columbus, Ohio",Herb Williams,Power Forward and Center,Right,242lb
4510,williho01,"August 9, 1962","Sorrento, Louisiana",1.8,48.0,10.5,72.6,887,15.6,11.0,6.8,70.5,48.0,Tulane University,45th overall,2nd round,Cleveland Cavaliers,1985,6-11,"Saint Amant in Saint Amant, Louisiana",Hot Rod Williams,Center and Power Forward,Right,215lb
4511,willija02,"November 18, 1975","Belle, West Virginia",5.9,39.8,32.7,81.3,788,14.2,10.5,2.3,38.5,47.9,"Marshall University, University of Florida",7th overall,1st round,Sacramento Kings,1998,6-1,"Dupont in Belle, West Virginia",Jason Williams,Point Guard,Right,190lb
4513,willija03,"September 10, 1981","Plainfield, New Jersey",4.7,39.9,32.2,64.0,75,12.2,9.5,2.6,0.8,44.6,Duke University,2nd overall,1st round,Chicago Bulls,2002,6-2,"St. Joseph in Metuchen, New Jersey",Jay Williams,Point Guard,Right,195lb
4514,willija01,"February 22, 1968","Ritter, South Carolina",0.6,44.0,12.5,60.6,475,15.1,7.3,7.5,20.0,44.0,St. John's University,21st overall,1st round,Phoenix Suns,1990,6-9,"Christ the King in Middle Village, New York",Jayson Williams,Power Forward and Center,Right,240lb
4515,willije01,"May 10, 1973","Washington, District of Columbia",0.8,50.2,3.8,64.5,587,15.9,6.6,6.4,37.9,50.2,Georgetown University,26th overall,1st round,Detroit Pistons,1996,6-9,"Magruder in Rockville, Maryland",Jerome Williams,Power Forward and Small Forward,Right,206lb
4516,willijo02,"October 26, 1966","Los Angeles, California",2.9,45.1,22.5,70.4,435,14.6,10.1,5.1,19.9,45.9,Louisiana State University,12th overall,1st round,Washington Bullets,1986,6-8,"Crenshaw in Los Angeles, California",John Williams,Small Forward,Right,235lb
4520,willike03,"June 9, 1969","Elizabeth City, North Carolina",0.6,51.1,0.0,68.0,260,16.1,4.8,2.7,7.4,51.1,Barton County Community College,46th overall,2nd round,Indiana Pacers,1990,6-9,"Fork Union Military Academy in Fork Union, Virginia",Kenny Williams,Small Forward and Power Forward,Right,205lb
4522,willike01,"September 11, 1961","New York, New York",1.2,43.5,7.7,80.5,260,10.6,4.9,1.4,2.6,43.6,"Texas Christian University, St. John's University",46th overall,2nd round,San Antonio Spurs,1983,6-2,"Charles Evans Hughes in New York, New York",Kevin Williams,Shooting Guard,Right,175lb
4525,willima03,"December 3, 1985","Los Angeles, California",2.8,38.6,32.1,76.7,203,11.0,5.6,1.8,0.0,44.3,University of Connecticut,22nd overall,1st round,New Jersey Nets,2006,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Marcus Williams,Point Guard,Left,205lb
4527,willima02,"June 19, 1986","Bremerton, Washington",1.3,44.3,36.2,80.7,1014,13.7,10.5,5.3,62.7,50.0,University of North Carolina,2nd overall,1st round,Atlanta Hawks,2005,6-9,"Bremerton in Bremerton, Washington",Marvin Williams,Power Forward and Small Forward,Right,237lb
